id,player_name,season_rows,seasons,minutes,games,goals,npg,xG,npxG,assists,xA,shots,key_passes,xGChain,xGBuildup,main_league,main_team,np_shots,np_goals,np_xg,np_residual,np_conversion,avg_shot_xg,pens_taken,pens_scored,position,pos_share,col_agreement,position_ambiguous,shots_per90,npg_per90,npxg_per90,xa_per90,kp_per90,xgchain_per90,xgbuildup_per90,np_residual_per90,shots_per90_pct,shots_per90_z,npg_per90_pct,npg_per90_z,npxg_per90_pct,npxg_per90_z,xa_per90_pct,xa_per90_z,kp_per90_pct,kp_per90_z,xgchain_per90_pct,xgchain_per90_z,xgbuildup_per90_pct,xgbuildup_per90_z,np_residual_per90_pct,np_residual_per90_z,avg_shot_xg_pct,avg_shot_xg_z,np_conversion_pct,np_conversion_z,shots_head,shots_leftfoot,shots_otherbodypart,shots_rightfoot,goals_head,goals_leftfoot,goals_otherbodypart,goals_rightfoot,residual_head,residual_leftfoot,residual_otherbodypart,residual_rightfoot,reliable_head,reliable_leftfoot,reliable_otherbodypart,reliable_rightfoot,left_share,footedness,weaker_foot_shots,weaker_foot_reliable,zone_edge_of_box,zone_outside_box,zone_six_yard_box,sit_directfreekick,sit_fromcorner,sit_openplay,sit_penalty,sit_setpiece,season_progression,peak_year,peak_residual,trough_year,trough_residual
1665,James Tarkowski,5,5,16114.0,180.0,5.0,5.0,13.678099113050848,13.678099113050848,5.0,10.649976005777717,116.0,74.0,26.7982768015936,24.94411047361791,premier_league,Everton,116.0,5.0,13.678096093237395,-8.68,0.0431,0.1179,0.0,0.0,D,1.0,1.0,False,0.6479,0.0279,0.0764,0.0595,0.4133,0.1497,0.1393,-0.0485,76.7,0.576,43.4,-0.293,86.6,1.014,73.6,0.297,64.3,-0.055,18.2,-0.869,21.0,-0.771,5.1,-1.489,73.4,0.427,35.6,-0.465,92,10,2,12,4,0,0,1,-5.77,-1.65,-0.08,-1.17,True,False,False,False,0.455,two_footed,10,False,0.06,0.009,0.931,0.0,0.595,0.086,0.0,0.319,2020: -2.1 -> 2021: -2.0 -> 2022: -2.0 -> 2023: -2.3 -> 2024: -0.3,2024.0,-0.27,2023.0,-2.34
6978,Giovanni Di Lorenzo,5,5,15938.0,179.0,11.0,11.0,14.317063057795167,14.317063057795167,23.0,23.450195906683803,137.0,216.0,81.64875253848732,65.31105180643499,serie_a,Napoli,137.0,11.0,14.317062150686974,-3.32,0.0803,0.1045,0.0,0.0,D,1.0,1.0,False,0.7736,0.0621,0.0808,0.1324,1.2197,0.4611,0.3688,-0.0187,87.4,1.065,77.4,0.637,89.2,1.161,94.7,1.883,95.1,1.991,91.3,1.509,89.0,1.239,30.6,-0.409,64.5,0.17,57.4,0.016,56,31,1,49,1,4,0,6,-2.64,0.4,-0.09,-0.99,True,True,False,True,0.388,two_footed,31,True,0.175,0.0,0.825,0.0,0.423,0.518,0.0,0.058,2020: -1.0 -> 2021: +0.1 -> 2022: +0.3 -> 2023: -2.1 -> 2024: -0.6,2022.0,0.3,2023.0,-2.1
1228,Bruno Fernandes,5,5,15733.0,181.0,54.0,36.0,55.32427561841905,38.578636799007654,44.0,60.939611218869686,493.0,506.0,132.2377809677273,67.0909601803869,premier_league,Manchester United,471.0,36.0,38.578641870990374,-2.58,0.0764,0.0819,22.0,18.0,F,0.59,1.0,True,2.6943,0.2059,0.2207,0.3486,2.8946,0.7565,0.3838,-0.0148,79.5,0.786,44.2,-0.267,43.7,-0.355,98.8,2.751,99.5,3.263,90.5,1.39,96.8,2.148,54.1,0.136,16.1,-0.997,24.7,-0.677,28,58,0,385,3,5,0,28,-0.41,1.04,,-3.2,True,True,False,True,0.131,right,58,True,0.633,0.019,0.348,0.103,0.087,0.755,0.045,0.01,2020: +0.6 -> 2021: +2.2 -> 2022: -1.9 -> 2023: -0.9 -> 2024: -2.6,2021.0,2.24,2024.0,-2.6
5553,Declan Rice,5,5,15427.0,178.0,18.0,17.0,13.28405088186264,11.0005439594388,21.0,20.828483363613486,196.0,188.0,74.01254585478455,58.532549877651036,premier_league,West Ham,193.0,17.0,11.000544325448562,6.0,0.0881,0.057,3.0,1.0,M,1.0,1.0,False,1.1259,0.0992,0.0642,0.1215,1.0968,0.4318,0.3415,0.035,65.6,0.193,73.1,0.341,49.7,-0.255,70.5,0.351,66.9,0.242,72.7,0.38,82.4,0.739,88.6,0.983,33.4,-0.549,70.6,0.384,21,24,0,148,2,0,0,15,0.3,-1.5,,7.21,False,False,False,True,0.14,right,24,False,0.601,0.021,0.378,0.051,0.153,0.719,0.015,0.061,2020: -0.7 -> 2021: -0.0 -> 2022: +2.5 -> 2023: +3.8 -> 2024: +0.4,2023.0,3.81,2020.0,-0.67
8865,Ollie Watkins,5,5,15366.0,184.0,75.0,70.0,83.16168984770775,77.83350113034248,34.0,23.607822647318244,450.0,180.0,109.45505757071078,25.49976564757526,premier_league,Aston Villa,443.0,70.0,77.83348271250723,-7.83,0.158,0.1757,7.0,5.0,F,1.0,1.0,False,2.5947,0.41,0.4559,0.1383,1.0543,0.6411,0.1494,-0.0459,76.1,0.646,87.5,1.145,89.1,1.328,49.9,-0.147,41.3,-0.381,80.3,0.739,43.7,-0.343,35.5,-0.249,88.5,1.241,83.2,0.908,104,103,0,236,16,16,0,38,-2.06,-3.19,,-2.58,True,True,False,True,0.304,right,103,True,0.138,0.0,0.862,0.0,0.104,0.842,0.016,0.038,2020: -1.8 -> 2021: -0.7 -> 2022: -2.0 -> 2023: -0.3 -> 2024: -3.1,2023.0,-0.26,2024.0,-3.11
1250,Mohamed Salah,5,5,15097.0,180.0,111.0,84.0,117.6027449760586,93.24541136063635,58.0,53.22997402958572,634.0,337.0,174.08215249329805,54.45932412520051,premier_league,Liverpool,602.0,84.0,93.24543573521075,-9.25,0.1395,0.1549,32.0,27.0,F,1.0,1.0,False,3.5888,0.5008,0.5559,0.3173,2.009,1.0378,0.3247,-0.0551,97.0,2.046,95.1,1.774,96.2,2.043,97.7,2.32,91.5,1.509,99.0,2.978,91.7,1.52,31.8,-0.363,77.0,0.744,71.6,0.548,28,487,1,86,5,64,0,15,-0.97,-3.79,-0.1,-4.4,True,True,False,True,0.85,left,86,True,0.243,0.0,0.757,0.009,0.082,0.833,0.05,0.025,2020: +0.3 -> 2021: -1.8 -> 2022: -3.3 -> 2023: -3.6 -> 2024: -0.9,2020.0,0.32,2023.0,-3.61
7726,Ezri Konsa Ngoyo,5,5,15035.0,172.0,7.0,7.0,8.736484519205987,8.736484519205987,0.0,2.9132242584601045,74.0,28.0,43.28935057576746,40.79864752385765,premier_league,Aston Villa,74.0,7.0,8.736483183689412,-1.74,0.0946,0.1181,0.0,0.0,D,1.0,1.0,False,0.443,0.0419,0.0523,0.0174,0.1676,0.2591,0.2442,-0.0104,46.3,-0.221,59.4,0.088,61.6,0.208,29.5,-0.619,22.8,-0.679,57.1,-0.033,64.4,0.148,46.6,-0.108,73.6,0.43,66.4,0.201,43,7,3,21,2,0,0,5,-2.39,-0.57,-0.74,1.97,True,False,False,False,0.25,right,7,False,0.095,0.0,0.905,0.0,0.514,0.203,0.0,0.284,2020: -1.3 -> 2021: +0.8 -> 2022: -0.8 -> 2023: -1.3 -> 2024: +0.9,2024.0,0.9,2023.0,-1.33
647,Harry Kane,5,5,14994.0,173.0,132.0,105.0,123.87922465149313,102.61397245619446,43.0,37.61684254091233,664.0,221.0,150.29942538030446,36.35516565013677,premier_league,Tottenham,636.0,105.0,102.61396475974468,2.39,0.1651,0.1613,28.0,27.0,F,1.0,1.0,False,3.8175,0.6303,0.6159,0.2258,1.3265,0.9022,0.2182,0.0143,97.9,2.368,98.4,2.67,97.8,2.472,86.0,1.059,64.0,0.158,97.3,2.213,70.0,0.388,72.2,0.495,81.5,0.897,86.1,1.046,152,115,3,366,31,19,1,54,-1.92,-0.02,0.12,4.21,True,True,False,True,0.239,right,115,True,0.332,0.016,0.653,0.053,0.096,0.768,0.042,0.041,2020: -0.1 -> 2021: -4.6 -> 2022: +6.5 -> 2023: +1.7 -> 2024: -1.0,2022.0,6.5,2021.0,-4.64
5073,Florian Lejeune,5,5,14949.0,169.0,10.0,10.0,12.423483593855053,12.423483593855053,5.0,4.3267367063090205,208.0,44.0,29.009059803560376,27.020228408277035,la_liga,Rayo Vallecano,208.0,10.0,12.42348315846174,-2.42,0.0481,0.0597,0.0,0.0,D,1.0,1.0,False,1.2523,0.0602,0.0748,0.026,0.2649,0.1746,0.1627,-0.0146,98.6,2.926,76.0,0.585,85.4,0.961,43.7,-0.432,46.3,-0.432,27.0,-0.679,33.2,-0.566,38.0,-0.26,26.3,-0.687,38.7,-0.4,60,7,0,141,2,1,0,7,-2.69,-0.42,,0.69,True,False,False,True,0.047,right,7,False,0.322,0.279,0.399,0.38,0.288,0.226,0.0,0.106,2020: -1.4 -> 2021: -1.1 -> 2022: +1.4 -> 2023: +0.2 -> 2024: -1.6,2022.0,1.44,2024.0,-1.58
1776,Jarrod Bowen,5,5,14866.0,180.0,55.0,53.0,54.237297255545855,51.95378907956183,34.0,32.027638235129416,382.0,200.0,84.26978240255266,18.989873616956174,premier_league,West Ham,379.0,53.0,51.95378871215506,1.05,0.1398,0.1371,3.0,2.0,F,1.0,1.0,False,2.2945,0.3209,0.3145,0.1939,1.2108,0.5102,0.115,0.0064,61.6,0.223,73.9,0.529,65.9,0.316,75.3,0.62,55.5,-0.071,55.8,-0.0,25.4,-0.708,66.7,0.398,64.6,0.32,72.1,0.554,36,268,6,69,9,36,2,6,1.14,3.34,-0.04,-3.39,True,True,False,True,0.795,left,69,True,0.306,0.005,0.689,0.005,0.118,0.84,0.008,0.029,2020: +0.0 -> 2021: -0.9 -> 2022: -3.5 -> 2023: +2.5 -> 2024: +3.0,2024.0,2.95,2022.0,-3.48
8288,Tomas Soucek,5,5,14792.0,181.0,33.0,33.0,33.84827905334532,33.84827905334532,8.0,9.639769343659282,239.0,88.0,60.88347387500107,31.460622421465814,premier_league,West Ham,239.0,33.0,33.84828121215104,-0.85,0.1381,0.1416,0.0,0.0,M,1.0,1.0,False,1.4542,0.2008,0.2059,0.0587,0.5354,0.3704,0.1914,-0.0052,81.2,0.745,93.4,1.651,94.3,1.843,32.9,-0.587,19.9,-0.826,59.2,0.019,36.1,-0.488,56.8,0.079,94.9,1.815,90.5,1.262,111,29,2,97,8,8,1,16,-3.31,2.02,0.32,0.11,True,True,False,True,0.23,right,29,True,0.146,0.004,0.849,0.0,0.222,0.682,0.0,0.096,2020: +1.0 -> 2021: -0.5 -> 2022: -1.8 -> 2023: -0.5 -> 2024: +0.9,2020.0,1.02,2022.0,-1.83
6314,Joachim Andersen,6,5,14723.0,168.0,4.0,4.0,7.501734948251396,7.501734948251396,7.0,6.427343373186886,89.0,63.0,41.98681476339698,39.75430373568088,premier_league,Crystal Palace,89.0,4.0,7.501735684927549,-3.5,0.0449,0.0843,0.0,0.0,D,1.0,1.0,False,0.544,0.0245,0.0459,0.0393,0.3851,0.2567,0.243,-0.0214,62.7,0.172,39.8,-0.385,54.0,-0.007,59.5,-0.142,62.1,-0.127,56.6,-0.052,63.8,0.137,26.4,-0.507,49.1,-0.216,36.7,-0.442,50,8,1,30,1,0,0,3,-3.74,-0.41,-0.04,0.69,True,False,False,True,0.211,right,8,False,0.191,0.056,0.753,0.056,0.551,0.18,0.0,0.213,2020: -0.8 -> 2021: -0.5 -> 2022: -0.8 -> 2023: -0.4 -> 2024: -0.9,2023.0,-0.44,2024.0,-0.89
6159,Gianluca Mancini,5,5,14673.0,174.0,11.0,11.0,13.55863886140287,13.55863886140287,5.0,5.0090645318850875,115.0,55.0,47.27658462524414,43.680166786536574,serie_a,Roma,115.0,11.0,13.558640056289727,-2.56,0.0957,0.1179,0.0,0.0,D,1.0,1.0,False,0.7054,0.0675,0.0832,0.0307,0.3374,0.29,0.2679,-0.0157,82.0,0.8,81.4,0.784,90.1,1.242,50.4,-0.329,57.1,-0.248,66.5,0.202,71.4,0.355,36.2,-0.3,73.4,0.427,67.2,0.215,77,6,1,31,10,0,0,1,1.17,-2.0,-0.08,-1.65,True,False,False,True,0.162,right,6,False,0.113,0.043,0.843,0.0,0.591,0.209,0.0,0.2,2020: +1.3 -> 2021: -3.2 -> 2022: -1.1 -> 2023: +1.4 -> 2024: -1.0,2023.0,1.4,2021.0,-3.18
843,James Ward-Prowse,5,5,14494.0,173.0,35.0,24.0,22.873919878154993,12.217554777860641,25.0,27.895558306016028,200.0,291.0,49.84658194053918,37.26822882052511,premier_league,Southampton,186.0,24.0,12.217553509399286,11.78,0.129,0.0657,14.0,11.0,M,1.0,0.764040292534842,False,1.155,0.149,0.0759,0.1732,1.807,0.3095,0.2314,0.0731,67.5,0.241,87.0,0.983,58.8,-0.082,87.5,1.124,92.5,1.592,43.9,-0.34,52.3,-0.161,96.2,1.84,45.2,-0.306,88.8,1.102,7,15,0,164,2,1,0,21,0.81,-0.31,,11.28,False,False,False,True,0.084,right,15,False,0.796,0.032,0.172,0.4,0.015,0.505,0.07,0.01,2020: +2.6 -> 2021: +4.0 -> 2022: +4.6 -> 2023: +0.9 -> 2024: -0.3,2022.0,4.64,2024.0,-0.29
7723,John McGinn,5,5,14421.0,175.0,14.0,14.0,14.408551570028067,14.408551570028067,20.0,21.37553047016263,201.0,188.0,71.00220205634832,46.14658149704337,premier_league,Aston Villa,201.0,14.0,14.40855187457054,-0.41,0.0697,0.0717,0.0,0.0,M,1.0,1.0,False,1.2544,0.0874,0.0899,0.1334,1.1733,0.4431,0.288,-0.0026,72.8,0.409,67.9,0.189,68.9,0.125,74.9,0.529,70.8,0.387,74.1,0.447,70.8,0.302,60.3,0.137,52.0,-0.138,57.2,0.061,11,158,0,32,0,10,0,4,-1.41,1.87,,-0.87,False,True,False,True,0.832,left,32,True,0.647,0.035,0.318,0.02,0.164,0.741,0.0,0.075,2020: +0.8 -> 2021: +1.2 -> 2022: -0.9 -> 2023: +1.3 -> 2024: -2.8,2023.0,1.33,2024.0,-2.79
453,Son Heung-Min,5,5,14234.0,173.0,74.0,70.0,58.49871865473688,54.692874720320106,42.0,46.079455078579485,377.0,330.0,116.82333227619529,40.2133548585698,premier_league,Tottenham,372.0,70.0,54.69288089172913,15.31,0.1882,0.147,5.0,4.0,F,1.0,1.0,False,2.3521,0.4426,0.3458,0.2914,2.0866,0.7387,0.2543,0.0968,63.7,0.304,90.6,1.371,74.3,0.54,95.9,1.963,93.1,1.663,89.5,1.29,79.7,0.772,95.0,1.515,71.9,0.556,93.0,1.494,16,140,0,216,1,28,0,41,-1.36,6.15,,10.51,False,True,False,True,0.393,two_footed,140,True,0.352,0.003,0.645,0.024,0.074,0.862,0.013,0.027,2020: +5.7 -> 2021: +6.0 -> 2022: +0.4 -> 2023: +3.5 -> 2024: -0.4,2021.0,6.01,2024.0,-0.38
1710,Marten de Roon,5,5,14197.0,166.0,11.0,11.0,5.6307771960273385,5.6307771960273385,11.0,7.882199299521744,89.0,94.0,74.95910800434649,65.96583388373256,serie_a,Atalanta,89.0,11.0,5.630775883793826,5.37,0.1236,0.0633,0.0,0.0,M,1.0,0.21279143481017115,True,0.5642,0.0697,0.0357,0.05,0.5959,0.4752,0.4182,0.034,23.1,-0.752,60.3,-0.039,25.6,-0.677,26.3,-0.717,25.3,-0.711,79.0,0.636,91.5,1.366,87.9,0.961,41.1,-0.373,86.6,1.007,7,19,0,63,2,2,0,7,1.13,0.29,,3.95,False,False,False,True,0.232,right,19,False,0.719,0.022,0.258,0.0,0.315,0.629,0.0,0.056,2020: +0.4 -> 2021: +1.1 -> 2022: +1.7 -> 2023: -0.6 -> 2024: +2.7,2024.0,2.74,2023.0,-0.61
6151,Djené Dakonam,5,5,14065.0,167.0,0.0,0.0,1.2974942931905389,1.2974942931905389,3.0,2.2472572568804026,29.0,38.0,15.091113364323974,13.487830519676208,la_liga,Getafe,28.0,0.0,1.2974942894652473,-1.3,0.0,0.0463,0.0,0.0,M,0.778,0.22196942765730537,True,0.1792,0.0,0.0083,0.0144,0.2432,0.0966,0.0863,-0.0083,1.4,-1.399,11.0,-0.938,2.7,-1.083,2.8,-1.249,3.4,-1.381,0.9,-1.595,3.4,-1.347,52.0,0.009,19.6,-0.848,11.0,-1.163,7,5,0,16,0,0,0,0,-0.32,-0.28,,-0.69,False,False,False,False,0.238,right,5,False,0.357,0.036,0.607,0.0,0.536,0.357,0.0,0.107,2020: -0.3 -> 2021: -0.2 -> 2022: -0.5 -> 2023: -0.1 -> 2024: -0.2,2023.0,-0.13,2022.0,-0.47
8214,Tyrick Mitchell,5,5,14065.0,165.0,3.0,3.0,5.825185991823673,5.825185991823673,13.0,14.437386675737798,36.0,104.0,49.29904637020081,33.126769909635186,premier_league,Crystal Palace,36.0,3.0,5.825186390429733,-2.83,0.0833,0.1618,0.0,0.0,D,1.0,1.0,False,0.2304,0.0192,0.0373,0.0924,0.6655,0.3155,0.212,-0.0181,11.9,-1.047,35.0,-0.53,44.1,-0.294,86.2,1.013,79.1,0.585,71.9,0.397,53.1,-0.134,31.7,-0.387,90.0,1.266,58.8,0.055,1,30,1,4,0,2,1,0,-0.04,-2.39,0.04,-0.44,False,True,False,False,0.882,left,4,False,0.083,0.0,0.917,0.0,0.111,0.889,0.0,0.0,2020: -0.1 -> 2021: -0.2 -> 2022: -0.9 -> 2023: -0.2 -> 2024: -1.4,2020.0,-0.08,2024.0,-1.42
7332,Max Kilman,5,5,14062.0,161.0,3.0,3.0,7.485827196389437,7.485827196389437,2.0,2.7188581442460418,60.0,45.0,29.471493952907622,27.929195481352508,premier_league,Wolverhampton Wanderers,60.0,3.0,7.485827466472981,-4.49,0.05,0.1248,0.0,0.0,D,1.0,1.0,False,0.384,0.0192,0.0479,0.0174,0.288,0.1886,0.1788,-0.0287,35.6,-0.45,35.0,-0.53,57.0,0.06,29.5,-0.619,50.7,-0.373,31.9,-0.572,40.7,-0.425,17.3,-0.771,77.6,0.559,39.7,-0.376,48,9,0,3,1,2,0,0,-3.4,-0.61,,-0.47,True,False,False,False,0.75,left,3,False,0.067,0.0,0.933,0.0,0.583,0.15,0.0,0.267,2020: -0.3 -> 2021: -0.4 -> 2022: -1.5 -> 2023: -0.6 -> 2024: -1.7,2020.0,-0.31,2024.0,-1.71
2378,Daniel Parejo,5,5,14029.0,175.0,14.0,7.0,13.306505274958909,5.8737285593524575,27.0,21.94347316212952,99.0,216.0,86.70437871851027,77.37737298570573,la_liga,Villarreal,89.0,7.0,5.873726825229819,1.13,0.0787,0.066,10.0,7.0,M,1.0,1.0,False,0.571,0.0449,0.0377,0.1408,1.3857,0.5562,0.4964,0.0072,23.7,-0.74,43.5,-0.359,27.2,-0.648,78.3,0.64,80.4,0.791,87.9,1.113,94.8,2.005,71.5,0.358,45.9,-0.297,63.9,0.219,2,7,0,80,0,2,0,5,-0.17,0.98,,0.32,False,False,False,True,0.08,right,7,False,0.843,0.011,0.146,0.232,0.061,0.556,0.101,0.051,2020: +1.6 -> 2021: +0.3 -> 2022: -1.0 -> 2023: -0.5 -> 2024: +0.8,2020.0,1.55,2022.0,-1.0
2547,Theo Hernández,5,5,13939.0,162.0,25.0,22.0,22.78875176049769,18.22095761448145,21.0,24.18938255123794,243.0,222.0,79.22260030917823,57.814969427883625,serie_a,AC Milan,237.0,22.0,18.220954306889315,3.78,0.0928,0.0769,6.0,3.0,D,1.0,1.0,False,1.5302,0.142,0.1176,0.1562,1.4334,0.5115,0.3733,0.0244,99.5,4.007,98.6,2.81,98.0,2.393,96.0,2.4,97.1,2.534,94.2,1.894,89.5,1.279,89.1,1.153,41.5,-0.358,65.5,0.178,20,208,0,9,2,20,0,0,0.73,4.38,,-1.34,False,True,False,False,0.959,left,9,False,0.57,0.038,0.392,0.086,0.16,0.63,0.025,0.099,2020: +2.6 -> 2021: +0.2 -> 2022: -0.5 -> 2023: -0.1 -> 2024: +1.6,2020.0,2.57,2022.0,-0.45
6174,Nikola Milenkovic,5,5,13934.0,166.0,11.0,11.0,12.272108853794634,12.272108853794634,4.0,4.020091954618692,103.0,32.0,34.994584722444415,31.39951577037573,serie_a,Fiorentina,103.0,11.0,12.272108651697632,-1.27,0.1068,0.1191,0.0,0.0,D,1.0,1.0,False,0.6653,0.071,0.0793,0.026,0.2067,0.226,0.2028,-0.0082,78.3,0.644,83.4,0.879,88.2,1.111,43.7,-0.432,31.8,-0.58,45.9,-0.286,50.2,-0.215,52.1,-0.028,74.3,0.45,72.5,0.359,69,4,1,29,5,1,1,4,-1.05,-0.88,0.68,-0.02,True,False,False,True,0.121,right,4,False,0.146,0.039,0.816,0.0,0.485,0.282,0.0,0.233,2020: -0.9 -> 2021: -0.5 -> 2022: +0.3 -> 2023: -0.6 -> 2024: +0.4,2024.0,0.43,2020.0,-0.94
6176,Adam Marusic,5,5,13925.0,174.0,8.0,8.0,6.354483196511865,6.354483196511865,6.0,5.208922179415822,82.0,69.0,48.985708941705525,41.562106049619615,serie_a,Lazio,82.0,8.0,6.354484569281336,1.65,0.0976,0.0775,0.0,0.0,D,0.832,0.8322441651705565,False,0.53,0.0517,0.0411,0.0337,0.446,0.3166,0.2686,0.0107,60.9,0.118,67.4,0.354,47.8,-0.167,54.6,-0.264,66.6,0.028,72.3,0.406,71.5,0.361,80.9,0.657,42.1,-0.346,67.9,0.24,14,14,1,53,3,0,0,5,0.09,-0.69,-0.04,2.29,False,False,False,True,0.209,right,14,False,0.488,0.0,0.512,0.0,0.256,0.707,0.0,0.037,2020: -0.2 -> 2021: +0.8 -> 2022: -1.0 -> 2023: +0.2 -> 2024: +1.8,2024.0,1.82,2022.0,-0.99
6888,William Saliba,5,5,13922.0,156.0,7.0,7.0,8.512567107565701,8.512567107565701,2.0,2.793435076251626,45.0,27.0,57.158643232658505,56.09518291242421,premier_league,Arsenal,45.0,7.0,8.512566700577734,-1.51,0.1556,0.1892,0.0,0.0,D,1.0,1.0,False,0.2909,0.0453,0.055,0.0181,0.1745,0.3695,0.3626,-0.0098,20.0,-0.812,62.6,0.18,65.6,0.298,31.2,-0.603,24.2,-0.661,81.6,0.809,88.2,1.185,47.9,-0.086,94.8,1.791,87.2,0.99,26,5,1,13,4,2,1,0,-0.51,0.72,0.04,-1.76,True,False,False,False,0.278,right,5,False,0.089,0.0,0.911,0.0,0.644,0.133,0.0,0.222,2020: +0.2 -> 2021: -1.4 -> 2022: +1.2 -> 2023: -0.4 -> 2024: -1.2,2022.0,1.18,2021.0,-1.36
5613,Gabriel,5,5,13911.0,160.0,16.0,16.0,17.768526965752244,17.768526965752244,1.0,2.566774626262486,130.0,31.0,55.90411416254938,53.10294917225838,premier_league,Arsenal,130.0,16.0,17.76852666866034,-1.77,0.1231,0.1367,0.0,0.0,D,1.0,1.0,False,0.8411,0.1035,0.115,0.0166,0.2006,0.3617,0.3436,-0.0115,91.8,1.327,94.7,1.763,97.7,2.306,28.1,-0.636,30.7,-0.595,80.5,0.75,85.6,1.018,44.6,-0.148,82.5,0.786,77.8,0.57,85,36,5,4,11,3,1,1,-0.49,-1.23,0.23,-0.28,True,True,False,False,0.9,left,4,False,0.108,0.008,0.885,0.0,0.669,0.162,0.0,0.169,2020: +0.4 -> 2021: +1.5 -> 2022: -1.3 -> 2023: -1.0 -> 2024: -1.3,2021.0,1.46,2022.0,-1.34
3223,Benjamin André,5,5,13906.0,162.0,7.0,7.0,9.410801539197564,9.410801539197564,6.0,8.095359394326806,99.0,97.0,58.06431232113391,48.77368214260787,ligue_1,Lille,99.0,7.0,9.410803254693741,-2.41,0.0707,0.0951,0.0,0.0,M,1.0,0.8000143822810297,False,0.6407,0.0453,0.0609,0.0524,0.6278,0.3758,0.3157,-0.0156,29.4,-0.623,43.9,-0.354,47.1,-0.304,28.4,-0.681,27.9,-0.65,60.7,0.05,77.3,0.528,41.3,-0.155,72.9,0.516,57.8,0.078,43,7,3,46,5,0,0,2,-0.51,-0.4,-0.51,-1.0,True,False,False,True,0.132,right,7,False,0.343,0.0,0.657,0.0,0.394,0.465,0.0,0.141,2020: -1.0 -> 2021: +0.2 -> 2022: -0.6 -> 2023: +0.3 -> 2024: -1.4,2023.0,0.33,2024.0,-1.37
8913,Emmanuel Gyasi,5,5,13895.0,178.0,15.0,15.0,24.109965667128563,24.109965667128563,9.0,10.244709928054363,140.0,99.0,49.078669026494026,19.979422743432224,serie_a,Spezia,140.0,15.0,24.109969663433727,-9.11,0.1071,0.1722,0.0,0.0,F,0.767,0.20647715005397624,True,0.9068,0.0972,0.1562,0.0664,0.6412,0.3179,0.1294,-0.059,3.5,-1.731,14.7,-1.019,20.8,-0.816,10.1,-1.137,7.0,-1.199,11.5,-1.086,33.3,-0.555,30.5,-0.411,87.2,1.157,50.2,-0.081,22,45,2,71,0,1,2,12,-2.72,-5.33,0.93,-1.98,False,True,False,True,0.388,two_footed,45,True,0.193,0.0,0.807,0.0,0.057,0.879,0.0,0.064,2020: -1.1 -> 2021: -0.5 -> 2022: -2.1 -> 2023: -2.2 -> 2024: -3.1,2021.0,-0.51,2024.0,-3.1
1409,Nicolò Barella,5,5,13889.0,177.0,17.0,17.0,17.316942408680916,17.316942408680916,34.0,28.473080679774284,221.0,263.0,110.02234918624163,78.16673485096544,serie_a,Inter,221.0,17.0,17.316944484133263,-0.32,0.0769,0.0784,0.0,0.0,M,1.0,1.0,False,1.4321,0.1102,0.1122,0.1845,1.7042,0.7129,0.5065,-0.0021,80.7,0.707,77.9,0.483,77.6,0.455,90.0,1.293,90.0,1.396,95.5,2.037,95.2,2.087,61.0,0.148,59.4,0.049,62.5,0.187,4,29,0,188,0,5,0,12,-0.38,1.44,,-1.38,False,True,False,True,0.134,right,29,True,0.647,0.014,0.339,0.009,0.249,0.688,0.0,0.054,2020: +0.6 -> 2021: -2.0 -> 2022: +3.2 -> 2023: -3.0 -> 2024: +1.0,2022.0,3.16,2023.0,-3.04
7938,Tommaso Augello,5,5,13866.0,180.0,5.0,5.0,2.7563437642529607,2.7563437642529607,17.0,18.28149406053126,44.0,157.0,38.541071818210185,27.835464579984546,serie_a,Sampdoria,44.0,5.0,2.7563440725207307,2.24,0.1136,0.0626,0.0,0.0,M,1.0,0.0,True,0.2856,0.0325,0.0179,0.1187,1.019,0.2502,0.1807,0.0145,4.5,-1.22,33.5,-0.519,9.6,-0.941,69.0,0.309,62.6,0.094,24.9,-0.69,31.2,-0.575,77.3,0.522,40.3,-0.392,83.9,0.832,2,34,0,8,0,4,0,1,-0.04,1.61,,0.67,False,True,False,False,0.81,left,8,False,0.545,0.0,0.455,0.023,0.318,0.614,0.0,0.045,2020: +0.7 -> 2021: +0.5 -> 2022: +0.9 -> 2023: +0.5 -> 2024: -0.2,2022.0,0.86,2024.0,-0.2
8327,Bruno Guimarães,6,5,13816.0,177.0,24.0,23.0,19.892043067142367,19.131946993991733,24.0,25.922667156904936,182.0,221.0,90.81851889565587,66.22062834911048,premier_league,Newcastle United,181.0,23.0,19.131946385838084,3.87,0.1271,0.1057,1.0,1.0,M,1.0,1.0,False,1.1791,0.1498,0.1246,0.1689,1.4396,0.5916,0.4314,0.0252,69.0,0.282,87.2,0.994,81.4,0.639,86.3,1.06,82.7,0.893,90.2,1.322,92.4,1.473,83.0,0.763,81.1,0.812,88.1,1.069,23,25,0,133,5,1,0,17,1.05,-0.93,,3.75,False,True,False,True,0.158,right,25,True,0.536,0.022,0.442,0.005,0.181,0.764,0.005,0.044,2020: +0.2 -> 2021: +0.1 -> 2022: +1.3 -> 2023: +2.0 -> 2024: +0.3,2023.0,2.02,2021.0,0.06
